Description A,Judge A,Description B,Judge B,Answer,Chapter,Book,Version
The contraction of skeletal muscles is a major task of the brain's information processing.,True,The relaxation of skeletal muscles is a major task of the brain's information processing.,False,Description A,333,PrincipleNeuralScience,1.0
"In 1925, Charles Sherrington introduced the term motor unit.",True,"In 1925, Charles Sherrington introduced the term sensory unit.",False,Description A,333,PrincipleNeuralScience,1.0
"Motor neuron diseases do not affect sensory neurons, such as in the case of Amyotrophic Lateral Sclerosis.",True,"Motor neuron diseases affect both motor and sensory neurons, such as in the case of Amyotrophic Lateral Sclerosis.",False,Description A,333,PrincipleNeuralScience,1.0
The term 'atrophy' refers to the wasting away of once-normal muscle.,True,The term 'atrophy' refers to the strengthening and growth of muscle.,False,Description A,333,PrincipleNeuralScience,1.0
"In humans, the amygdala is necessary for fear responses to external, but not internal, stimuli.",True,"In humans, the amygdala is necessary for fear responses to internal, but not external, stimuli.",False,Description A,334,PrincipleNeuralScience,1.0
"The human amygdala is involved in emotions broadly, including when subjects observe pictures of stimuli associated with food, sex, and money.",True,"The human amygdala is involved only in negative emotions and does not respond when subjects observe stimuli associated with food, sex, and money.",False,Description A,334,PrincipleNeuralScience,1.0
Patients with damage to the amygdala show no conditioned skin-conductance responses to a CS but have normal declarative memory of the conditioning experience.,True,Patients with damage to the amygdala show normal conditioned skin-conductance responses to a CS but have no declarative memory of the conditioning experience.,False,Description A,334,PrincipleNeuralScience,1.0
"Emotions like fear can be regulated through cognitive strategies, which involve changes in amygdala activation.",True,Emotions like fear cannot be regulated through cognitive strategies and remain constant irrespective of amygdala activation.,False,Description A,334,PrincipleNeuralScience,1.0
Patients with bilateral amygdala lesions are impaired in recognizing fear from facial expressions.,True,Patients with bilateral amygdala lesions have no difficulty recognizing fear from facial expressions.,False,Description A,334,PrincipleNeuralScience,1.0
The amygdala interacts with the ventral striatum in motivational consequences of Pavlovian conditioning.,True,The amygdala interacts only with the hippocampus and not with the ventral striatum in motivational consequences of Pavlovian conditioning.,False,Description A,334,PrincipleNeuralScience,1.0
Studies show that the amygdala is involved in both positive and negative emotional processing.,True,Studies show that the amygdala is only involved in negative emotional processing and not positive.,False,Description A,334,PrincipleNeuralScience,1.0
"Emotion can influence decision making by modulating the subjective evaluation of risk, effort, and value.",True,"Emotion does not influence decision making with regard to the subjective evaluation of risk, effort, and value.",False,Description A,334,PrincipleNeuralScience,1.0
Patients with hippocampal damage show normal implicit emotional learning but have no conscious memory of the conditioning experience.,True,Patients with hippocampal damage show no implicit emotional learning and have conscious memory of the conditioning experience.,False,Description A,334,PrincipleNeuralScience,1.0
The circuitry underlying fear extinction is highly relevant to psychiatric illnesses like PTSD.,True,The circuitry underlying fear extinction is not relevant to psychiatric illnesses like PTSD.,False,Description A,334,PrincipleNeuralScience,1.0
The amygdala is a component of a distributed neural network that processes cues related to addictive drugs.,True,The amygdala functions independently of other neural networks and does not process cues related to addictive drugs.,False,Description A,334,PrincipleNeuralScience,1.0
Emotion regulation strategies can involve both suppressing motor behaviors and controlling how situations are evaluated.,True,Emotion regulation strategies can involve only suppressing motor behaviors and not controlling how situations are evaluated.,False,Description A,334,PrincipleNeuralScience,1.0
"Conditioned fear responses are never completely erased during extinction, as shown by the phenomenon of reinstatement.",True,"Conditioned fear responses can be completely erased during extinction, eliminating any chance of reinstatement.",False,Description A,334,PrincipleNeuralScience,1.0
The ventromedial prefrontal cortex is involved in various aspects of emotional processing.,True,The ventromedial prefrontal cortex has no involvement in emotional processing.,False,Description A,334,PrincipleNeuralScience,1.0
A dynamic neural substrate for emotion states suggests that individual states result from interactions among multiple brain regions.,True,A static neural structure for emotion states suggests that individual states result from only a single specific brain region.,False,Description A,334,PrincipleNeuralScience,1.0
The subthalamic nucleus receives short-latency excitatory sensory input from the brain stem.,True,The subthalamic nucleus receives short-latency inhibitory sensory input from the brain stem.,False,Description A,335,PrincipleNeuralScience,1.0
Glutamatergic inputs from both cerebral cortex and thalamus impinge on striatal interneurons.,True,Glutamatergic inputs from both cerebral cortex and thalamus avoid striatal interneurons.,False,Description A,335,PrincipleNeuralScience,1.0
Projections from the basal ganglia output nuclei to the thalamus and brain stem are also topographically ordered.,True,Projections from the basal ganglia output nuclei to the thalamus and brain stem are randomly ordered.,False,Description A,335,PrincipleNeuralScience,1.0
"The subthalamus receives phasic excitatory signals from the cerebral cortex, thalamus, and brain stem.",True,"The subthalamus receives phasic inhibitory signals from the cerebral cortex, thalamus, and brain stem.",False,Description A,335,PrincipleNeuralScience,1.0
An important component of the projections from different functional areas of cerebral cortex makes exclusive contact with specific regions of the basal ganglia input nuclei.,True,Projections from different functional areas of cerebral cortex randomly contact regions of the basal ganglia input nuclei.,False,Description A,335,PrincipleNeuralScience,1.0
The main external sources of input to the striatum also provide parallel inputs to the subthalamic nucleus.,True,The main external sources of input to the striatum do not provide parallel inputs to the subthalamic nucleus.,False,Description A,335,PrincipleNeuralScience,1.0
Dopamine can increase the excitability of medium spiny neurons in the direct pathways while decreasing those in the indirect pathway.,True,Dopamine can decrease the excitability of medium spiny neurons in the direct pathways while increasing those in the indirect pathway.,False,Description A,335,PrincipleNeuralScience,1.0
The concept of parallel projecting reentrant loops has been extended to include connections with motivational structures in the brain stem.,True,The concept of parallel projecting reentrant loops has not been considered for connections with motivational structures in the brain stem.,False,Description A,335,PrincipleNeuralScience,1.0
Signals received by the striatum from the cerebral cortex and thalamus are conveyed by excitatory glutamatergic neurotransmission.,True,Signals received by the striatum from the cerebral cortex and thalamus are conveyed by inhibitory glutamatergic neurotransmission.,False,Description A,335,PrincipleNeuralScience,1.0
